955,1372
1395,1262
1390,1235
1059,1449
851,140
198,1193
937,111
952,579
1234,781
1096,1015
674,355
841,205
163,955
506,466
1294,896
554,558
1484,724
836,748
724,851
724,759
1036,2
842,515
802,1333
1262,820
545,506
1104,1032
67,1081
372,498
873,55
521,450
1095,356
968,591
205,1449
558,1235
1217,1294
759,325
1247,438
545,873
1015,812
418,759
680,718
1333,1310
825,724
724,129
1344,858
816,873
1368,995
657,1059
466,955
924,451
1344,1372
111,1372
891,1104
25,1191
957,450
996,1028
1150,228
1028,530
635,554
816,831
1373,812
1372,21
554,1395
720,140
1196,952
1393,152
325,1105
193,451
723,1395
498,723
1428,1137
356,858
816,877
1390,552
1157,6
995,17
60,1247
952,367
724,707
1234,1059
1008,579
983,140
1223,1262
176,507
1294,466
980,579
67,782
13,1148
149,1484
1227,276
873,521
1133,170
896,804
873,724
1262,503
1323,941
955,707
1235,255
1173,1141
1141,17
558,1081
352,1028
891,170
579,150
170,941
804,876
1393,1294
11,1463
415,519
438,60
13,163
160,707
1395,55
160,1373
707,223
1373,445
1464,388
1059,952
1144,251
521,456
1484,293
1016,388
60,759
60,873
1294,1393
355,1372
1095,1195
1262,1016
1059,545
445,812
1463,11
8,1368
256,945
759,1015
1260,760
170,55
723,1141
573,1015
1260,352
456,521
1095,60
133,1059
388,1464
1463,352
289,759
816,1464
1373,707
739,1193
140,952
255,498
858,129
873,333
723,325
674,255
968,152
812,1059
759,1344
140,1008
293,851
436,1260
1118,1028
1413,1102
1449,328
205,1281
608,1235
151,593
8,1173
798,1464
418,1247
140,554
552,398
579,289
593,205
471,325
1095,812
1234,657
680,1008
1373,896
1148,591
503,968
545,1262
450,608
831,1449
205,152
579,356
657,1464
111,450
980,812
356,1059
759,1105
1413,11
205,1247
1294,1105
858,471
851,720
836,1017
1008,170
152,593
1015,952
816,1229
896,1223
445,440
590,152
611,1333
235,415
204,446
355,1141
858,418
1390,558
593,579
1148,1023
1294,825
1449,488
812,584
13,1105
707,723
151,1105
968,858
1148,1059
1096,170
60,1095
372,170
1193,367
2,957
825,1008
1133,724
1148,438
1310,71
367,897
804,325
858,1019
1368,8
1484,264
831,445
325,551
55,707
1148,1192
1019,1095
150,812
554,170
1326,1380
1262,1464
415,456
152,356
952,980
466,1095
968,6
1493,488
55,293
1234,842
1105,13
804,873
1449,438
1464,1263
438,289
841,438
1449,1137
1036,552
608,957
328,1444
129,545
25,1413
1059,328
853,773
1227,1463
152,759
488,450
21,1372
1125,677
686,572
1191,25
205,471
140,55
831,871
325,707
255,558
760,314
530,314
579,877
367,674
873,6
1059,1223
1333,1392
1326,140
1262,1095
235,941
1385,836
471,1449
1393,804
8,1141
436,399
1105,896
223,858
968,1008
163,1166
17,456
170,1372
952,999
1095,545
876,804
1282,352
1449,554
133,657
952,955
170,1133
759,133
1137,593
1393,1281
759,720
205,1148
1059,1008
591,968
466,160
552,450
764,836
356,896
25,1227
488,111
1294,952
579,170
152,1008
1444,289
816,160
873,584
1294,841
968,896
1095,1395
289,1444
563,140
945,1191
355,1008
542,193
1148,439
416,781
450,111
858,759
388,111
17,1392
248,1395
1019,858
415,1390
502,877
1372,60
1449,858
1121,251
1008,858
1262,1059
1395,980
289,554
1191,679
552,1036
955,657
1449,739
398,488
1484,674
679,1191
841,356
1187,837
453,1479
573,133
1192,289
897,707
1073,388
759,573
980,55
451,407
760,764
1310,611
1073,831
957,2
1260,314
858,657
276,1260
593,1095
896,84
1463,1260
418,1015
579,1193
1484,1095
84,60
881,720
1469,1081
1008,876
842,498
152,205
819,1273
554,1133
1273,630
1247,1148
1393,759
515,842
1191,352
1449,1373
983,812
937,1493
498,1444
8,858
1294,858
1191,1463
812,160
1229,111
356,825
896,812
720,289
968,1281
356,84
1081,2
1395,1105
739,507
367,170
150,545
289,926
1148,781
152,720
940,1098
1032,1118
608,255
1015,1484
226,485
1484,170
352,276
407,426
896,1105
1444,498
759,1294
1395,129
748,54
488,390
67,255
355,1235
558,521
205,873
980,877
1390,519
1493,325
1449,896
765,1464
55,1105
55,466
1080,507
674,955
760,945
170,1096
1372,1019
328,759
165,1262
995,802
1196,1015
1449,724
1443,453
1235,1173
1372,205
1095,584
133,1217
1173,1193
352,1282
1262,111
133,1133
150,1148
937,248
60,1015
657,593
2,1493
293,1263
325,1019
356,1262
1195,804
1247,149
247,325
415,521
1282,1260
355,858
1059,506
325,573
150,1247
760,25
204,1104
799,389
748,836
170,657
415,450
1333,995
1008,160
1192,1148
1032,1104
924,542
1262,724
416,205
399,436
782,521
1310,456
945,512
256,1463
198,521
552,941
498,415
1469,415
1104,538
608,2
314,1028
151,952
55,1307
979,453
527,54
1095,328
1380,1015
84,739
707,554
545,289
1294,1096
1104,1004
438,858
937,941
1235,2
825,1372
759,952
1192,707
1015,858
1262,55
1133,851
709,512
1096,1395
1307,506
1325,679
545,1449
1008,968
1095,724
1223,1095
588,248
796,155
333,661
1380,657
13,1223
1059,318
519,1390
1105,325
1192,223
759,820
876,1059
593,111
1137,1015
841,1234
1262,478
873,1262
1015,140
593,506
527,836
759,217
247,202
471,1217
1262,498
404,739
858,724
1463,996
1392,1141
1392,71
60,325
170,1223
876,759
608,390
1395,8
554,521
812,1373
1133,55
512,709
1478,876
1379,403
129,21
488,552
1247,1294
436,122
952,60
759,1019
415,398
952,418
289,325
941,1235
1105,674
438,160
554,1008
1307,129
1137,498
205,356
418,217
674,356
1036,519
1193,389
573,858
642,881
547,801
398,235
333,881
554,247
151,226
1217,1380
1173,858
873,579
1380,955
812,739
579,980
1193,873
1406,457
1223,759
367,13
558,1493
498,111
554,1464
837,348
1105,1380
390,415
1015,205
247,289
579,325
1444,247
1478,952
1484,1015
356,396
133,1019
896,1294
158,1294
438,356
952,1192
55,873
545,498
1019,1008
945,436
13,1095
2,415
158,289
11,256
398,552
1223,471
488,1390
1095,55
55,1395
1008,781
1443,233
160,759
873,952
1393,1234
995,71
983,355
367,579
774,945
1187,426
968,1015
1368,858
356,1008
962,1211
1235,937
1059,858
1196,1192
896,1393
1081,521
781,416
255,2
836,1139
1148,825
897,657
133,498
325,1464
1008,841
1193,355
1008,573
471,1294
415,2
160,1247
724,1478
851,1133
1406,538
739,1247
356,289
926,873
367,151
877,1105
1263,158
445,1166
1195,1196
71,8
764,1191
558,554
1008,325
155,796
588,858
288,54
538,54
1392,1368
674,545
1227,1118
782,1344
498,488
1223,593
89,819
820,1059
873,133
1095,1484
388,76
217,418
1294,471
842,502
858,825
2,398
60,1372
802,8
554,759
1195,325
1081,1235
1227,1104
352,1463
759,563
1227,1260
356,1395
445,367
355,1368
1247,1015
1223,643
150,896
1173,1333
1095,563
1008,1234
674,485
54,1017
955,573
1015,152
84,759
643,593
1218,1394
416,804
802,1310
941,558
1372,502
1325,204
1247,439
133,129
160,952
205,1008
1081,1390
836,819
438,952
765,160
1294,1172
552,2
952,403
707,1137
1344,67
1023,1148
1028,931
1484,151
450,488
1017,457
71,1310
931,1260
527,89
974,812
1008,1095
151,1484
151,1095
952,1095
674,579
1036,1469
160,858
457,1017
407,924
979,889
980,657
140,1096
1326,1105
1444,955
1234,84
1494,204
1192,217
558,962
1104,836
1372,723
1173,17
1294,55
6,1157
367,111
545,724
466,1096
720,152
724,498
527,1017
545,55
170,1137
759,223
593,1223
1195,356
8,1310
84,356
1444,60
170,851
1464,816
289,1195
1388,724
1125,461
293,55
438,1281
1133,759
1484,707
1323,198
60,739
71,1368
542,407
140,851
720,554
1015,1008
952,150
352,760
436,1191
873,968
288,836
1372,140
720,968
235,957
841,84
151,1015
325,1008
1380,498
955,983
111,765
858,804
1193,1173
13,1395
445,831
325,471
760,1191
451,193
579,1137
1015,1373
150,1393
1141,896
608,1390
635,759
1017,1406
760,276
498,1137
759,873
1015,1223
1333,611
1223,842
896,952
1141,802
288,1406
842,140
1104,1479
554,165
1105,584
398,558
851,1294
1282,1463
1449,160
440,445
657,759
554,255
255,506
506,1307
760,1118
968,205
1449,471
321,432
1235,456
1192,804
707,1395
140,1326
563,1095
396,873
456,802
1247,841
674,842
1118,276
1392,8
1294,438
140,1449
1098,940
328,521
519,552
759,160
962,782
226,151
1344,521
820,816
759,466
545,170
67,84
355,1449
1390,398
325,1133
1059,896
896,841
450,812
1247,84
325,545
841,1008
1017,748
1192,873
456,1173
2,1235
418,223
1166,440
554,198
759,579
325,1195
205,498
170,842
759,355
498,367
398,1493
506,1105
679,1325
54,836
781,1148
1390,390
679,1072
152,590
488,519
873,507
293,545
519,1469
611,456
1310,995
765,498
554,160
25,4
54,89
1294,1008
519,608
1081,941
674,1449
445,816
759,202
432,1087
521,6
1484,1395
1008,84
558,1036
356,1192
759,657
968,1294
453,979
782,554
76,388
858,140
325,873
170,718
891,445
545,226
945,1325
21,140
1059,579
498,506
1191,1218
884,1388
485,226
1223,1137
488,498
1484,545
573,325
720,851
542,837
1294,1223
858,1173
348,581
1229,388
1191,436
599,335
314,530
876,1294
980,1015
488,1036
1173,1235
876,439
739,60
1234,1137
554,293
657,1196
759,876
952,781
13,367
711,1069
1196,858
438,150
276,314
873,851
674,1133
812,1372
1247,1095
140,325
396,60
980,558
438,1372
55,820
724,1484
995,456
1390,2
804,150
1105,1395
643,152
1105,151
1262,968
76,816
1260,931
720,1015
502,111
111,1016
1229,816
1196,816
804,759
325,563
812,983
193,542
235,488
170,873
325,1372
403,999
367,355
1395,720
707,1059
873,1395
2,1469
851,724
1141,1392
1081,519
150,356
820,657
398,957
630,1273
1380,674
223,759
941,415
876,1372
527,538
551,325
1294,554
707,445
579,84
968,498
54,1406
151,1192
739,1464
974,416
389,799
812,836
593,674
502,1344
1235,1493
858,579
438,152
804,356
396,974
724,720
1105,367
1095,325
160,816
140,983
739,76
1368,1310
873,1059
674,952
858,707
941,456
247,1395
255,521
1464,759
325,60
1195,1372
760,256
1015,1395
205,1393
538,288
554,55
1008,140
1095,205
1032,352
133,820
760,1218
328,140
1096,356
21,554
129,858
356,1148
707,812
858,1294
841,759
415,1323
1372,876
498,968
1493,235
2,390
957,488
1380,170
1096,140
1449,13
937,198
812,450
1307,1374
723,1262
204,1150
759,1008
937,608
1105,205
881,940
1069,403
170,289
957,558
1372,1008
759,1395
1016,816
825,896
67,521
133,554
974,1192
1096,955
522,1190
445,1373
841,355
396,1192
841,720
1173,1392
1217,289
999,1008
403,1247
851,1015
1019,724
551,1015
812,579
999,952
1059,170
111,723
1449,1008
151,1223
521,67
802,858
759,1393
478,545
1191,1118
151,759
593,842
356,438
802,1392
1395,707
1422,155
957,398
398,415
407,581
554,720
941,498
858,1008
816,1073
896,356
521,1344
545,759
205,438
1428,217
724,1449
129,563
980,325
1372,247
160,765
367,545
170,396
812,438
457,1406
841,150
642,55
1016,498
858,983
724,804
276,25
1196,217
1374,1104
554,1247
205,1294
926,1148
545,325
1192,1059
573,545
801,979
1463,25
1192,1015
816,765
289,1372
1235,1469
955,466
1294,1395
205,896
325,355
871,1073
545,367
802,1368
170,952
355,140
307,1024
1463,1032
1015,1196
1294,1015
530,352
506,593
995,355
289,1095
163,13
825,1059
552,1390
957,937
545,1294
804,841
293,554
798,873
355,841
1294,968
247,1095
1444,554
820,1262
248,390
573,554
205,759
1493,398
1187,581
1393,1008
707,160
871,831
325,466
498,1008
724,439
720,1059
436,1413
466,707
1118,4
968,165
608,941
858,812
521,1008
390,521
403,952
593,1196
1294,873
952,820
289,170
530,1260
1310,1333
1380,1217
1008,724
980,952
1444,202
759,140
876,952
599,155
1372,466
293,1059
160,466
152,325
836,457
355,955
955,1344
1193,881
819,288
1379,657
438,896
1263,325
11,1413
390,519
873,205
1234,1247
749,882
335,1422
896,403
502,328
579,1008
198,1323
804,591
1192,325
812,1019
8,995
739,579
355,1262
707,1262
89,538
554,1016
466,325
937,558
248,937
1059,1096
999,445
1028,314
924,1187
255,1081
1373,858
545,328
1019,1294
1148,1195
356,674
160,1015
1008,1372
314,276
957,390
445,1095
873,478
573,674
707,289
389,873
1235,802
388,877
325,723
1059,554
76,812
579,739
1234,759
355,573
952,438
203,884
551,170
1028,760
506,1059
140,720
831,388
955,1059
558,1361
842,1223
764,677
1137,816
163,1234
558,6
924,193
1008,439
1227,4
176,333
581,426
440,1166
1019,759
133,873
150,955
205,720
812,711
573,1008
1235,355
1368,456
502,723
111,355
1234,396
202,1262
759,1196
1095,1019
759,1464
1463,1282
837,924
759,643
1270,335
133,76
471,896
325,140
150,396
6,255
593,1059
1294,60
1449,60
60,1137
1260,436
1059,812
1148,968
488,398
955,551
170,151
1096,1059
426,924
1281,1247
498,554
461,764
707,140
506,955
140,1196
503,974
1193,579
439,1247
1449,1380
1372,1262
657,926
1469,519
367,445
1028,276
1323,1235
367,1326
396,170
881,1193
466,1294
707,55
1372,325
1234,150
941,1390
873,60
931,1191
1096,1095
968,356
558,1428
1015,1059
573,140
325,55
831,76
724,1133
1193,995
276,1191
876,1148
759,165
1223,858
2,937
657,1015
328,554
858,873
552,235
440,163
679,512
60,84
836,764
55,1484
328,1095
325,1493
485,1031
1059,1105
1373,1016
739,404
896,1059
739,881
396,1184
276,1325
573,55
25,1463
289,1015
1032,1191
140,293
140,205
608,519
456,1323
84,1247
858,1344
1019,812
718,680
542,451
466,55
1137,1449
551,1449
367,388
739,873
11,1032
765,1016
60,554
1368,1392
328,67
1372,1095
488,2
804,896
6,1193
170,1105
545,1015
498,55
170,573
957,1137
873,545
1368,1173
1015,851
1008,1373
804,858
931,436
707,1444
279,764
816,396
739,111
1262,1278
152,84
55,21
1081,390
957,415
1262,515
952,1195
1166,891
996,1032
952,554
160,1326
980,858
759,471
507,873
955,674
1032,256
438,876
456,1368
1372,724
1380,355
558,579
158,471
150,825
152,1294
1196,226
1036,235
825,205
858,1464
1125,764
111,1307
140,674
498,356
1073,445
71,1392
1344,1278
1013,1104
438,1015
1262,812
356,720
13,579
573,1095
403,842
198,937
255,1344
202,554
356,876
498,720
6,968
1278,1344
765,111
1196,812
355,133
611,1392
1395,674
84,1059
873,674
76,765
873,720
1137,1234
1059,707
55,1262
820,1464
937,488
538,1104
1193,1379
21,759
276,1118
995,1310
1218,760
1196,1449
152,825
931,1028
355,1059
325,1095
657,955
352,314
21,129
498,1015
759,328
438,1294
445,1073
198,67
335,155
1372,858
438,841
450,415
1031,502
554,466
276,1032
1483,593
445,999
438,1095
60,952
325,579
837,1187
160,140
1344,1379
1464,1449
724,962
198,1344
415,608
554,1344
558,937
979,547
1118,1032
545,804
2,488
558,235
325,952
896,1247
1028,1325
980,1095
1373,999
995,1368
1307,13
356,355
841,1281
881,176
13,325
1449,356
1413,945
217,1137
983,858
858,1373
187,1422
1479,453
1373,388
152,438
498,485
1325,760
8,1392
1379,842
657,498
325,438
1015,1019
1263,545
1469,2
812,724
1326,545
764,1125
1449,1196
1059,84
1294,325
1281,205
579,478
1191,1171
407,542
547,1443
724,1059
223,325
21,545
1095,140
205,1192
325,1059
418,325
760,1032
941,1036
538,457
325,1015
584,1105
1247,804
1394,760
1148,573
952,1234
1080,642
816,1196
542,924
968,1148
1469,398
1469,552
251,1121
876,438
657,858
325,674
418,952
328,955
554,1373
873,1234
642,507
436,1028
1395,1195
941,390
1235,1323
554,858
677,764
759,205
1008,759
416,1234
1137,76
1247,896
1294,657
825,804
1173,1310
590,438
478,367
759,1281
1294,158
759,968
355,812
205,418
140,873
1344,415
133,674
84,1008
1413,436
170,205
1095,1192
1173,450
151,367
1262,1444
1081,608
759,841
554,140
150,968
554,1096
1196,140
248,519
873,1015
165,367
155,335
140,1263
122,436
1105,1449
554,1137
25,276
1008,438
1095,1096
851,170
388,781
858,588
1073,367
937,398
952,152
176,873
873,798
873,438
67,198
140,223
707,60
111,558
1059,873
819,630
674,983
71,1333
1191,1394
1372,955
812,356
711,812
1015,1449
498,674
255,608
1227,11
1294,1019
816,445
248,498
952,170
798,657
13,111
819,1104
1464,1395
955,485
759,812
1234,724
152,1393
1325,11
1344,554
438,1449
579,367
968,724
205,367
674,1395
739,205
545,140
217,247
198,170
563,1449
367,657
796,1270
2,1036
707,724
858,485
453,801
1344,1444
1059,724
521,415
170,674
941,608
1081,488
836,812
1192,170
1372,720
289,545
552,498
1196,657
1449,355
968,804
1008,1148
1247,739
328,1193
1413,4
1444,217
867,674
1444,1262
801,453
983,1380
205,1372
13,140
170,367
289,657
129,593
816,968
1395,445
1373,55
1372,202
593,498
13,1096
160,1059
436,11
952,1372
1008,1262
1080,176
1008,1247
999,1373
1373,765
674,498
657,1395
325,720
502,554
1263,1395
2,608
674,707
1015,593
1150,204
937,450
980,873
289,438
1372,1294
1080,881
720,952
1464,657
217,873
205,140
881,1080
720,724
1294,1148
1373,1015
1015,551
1395,1008
1310,1173
677,1125
812,1141
760,1260
1325,1032
498,739
674,1294
71,858
1015,498
657,289
558,111
205,593
60,858
955,1380
170,812
816,76
1372,554
955,150
968,1247
1262,133
579,1095
707,418
952,498
1273,819
1310,1368
593,1193
471,1223
507,176
558,1469
724,1095
1247,205
1395,1095
1059,955
198,1380
1247,781
554,1380
563,325
160,812
367,1137
1483,579
527,288
1484,325
573,781
804,1247
512,1102
996,945
217,498
1015,643
356,1105
176,1080
1443,547
764,996
170,1095
152,643
1390,1469
873,150
1393,841
759,842
563,759
527,1406
1172,1294
235,937
896,1148
466,724
723,1372
802,71
170,1344
1449,563
1464,1373
877,980
1148,416
1372,545
1095,1059
759,804
1095,1262
1095,1015
140,724
1395,1148
983,955
581,348
937,1193
17,71
466,825
593,151
1262,1493
1307,111
1247,150
979,1479
1015,1096
1137,707
498,1193
1059,133
325,289
1095,674
390,1390
1469,558
760,1325
133,170
150,325
